zdid,,,lxid,,,ysfsbm,zdmc,,,,sfty,,station_code,station_telecode,station_shortname,
2553,NULL,NULL,1,NULL,NULL,1,抚州东    ,NULL,NULL,NULL,0,NULL,65621,FDG,抚,NULL
2554,NULL,NULL,1,NULL,NULL,1,进贤南    ,NULL,NULL,NULL,0,NULL,65624,JXG,进,NULL
2555,NULL,NULL,1,NULL,NULL,1,高安      ,NULL,NULL,NULL,0,NULL,65640,GCG,高,NULL
2556,NULL,NULL,1,NULL,NULL,1,新余北    ,NULL,NULL,NULL,0,NULL,65643,XBG,新,NULL
2557,NULL,NULL,1,NULL,NULL,1,宜春      ,NULL,NULL,NULL,0,NULL,65646,YEG,宜,NULL
2558,NULL,NULL,1,NULL,NULL,1,萍乡北    ,NULL,NULL,NULL,0,NULL,65649,PBG,萍,NULL
2559,NULL,NULL,1,NULL,NULL,1,醴陵东    ,NULL,NULL,NULL,0,NULL,65652,UKQ,醴,NULL
2560,NULL,NULL,1,NULL,NULL,1,郑州东    ,NULL,NULL,NULL,0,NULL,65773,ZAF,郑,NULL
2561,NULL,NULL,1,NULL,NULL,1,二郎庙    ,NULL,NULL,NULL,0,NULL,65776,EMF,二,NULL
2562,NULL,NULL,1,NULL,NULL,1,许昌东    ,NULL,NULL,NULL,0,NULL,65779,XVF,许,NULL
2563,NULL,NULL,1,NULL,NULL,1,漯河西    ,NULL,NULL,NULL,0,NULL,65782,LBN,漯,NULL
2564,NULL,NULL,1,NULL,NULL,1,驻马店西  ,NULL,NULL,NULL,0,NULL,65785,ZLN,驻,NULL
2565,NULL,NULL,1,NULL,NULL,1,明港东    ,NULL,NULL,NULL,0,NULL,65788,MDN,明,NULL
2566,NULL,NULL,1,NULL,NULL,1,信阳东    ,NULL,NULL,NULL,0,NULL,65791,OYN,信,NULL
2567,NULL,NULL,1,NULL,NULL,1,孝感北    ,NULL,NULL,NULL,0,NULL,65794,XJN,孝,NULL
2568,NULL,NULL,1,NULL,NULL,1,横店东    ,NULL,NULL,NULL,0,NULL,65797,HEN,横,NULL
2569,NULL,NULL,1,NULL,NULL,1,武汉      ,NULL,NULL,NULL,0,NULL,65800,WHN,武,NULL
2570,NULL,NULL,1,NULL,NULL,1,咸宁北    ,NULL,NULL,NULL,0,NULL,65806,XRN,咸,NULL
2571,NULL,NULL,1,NULL,NULL,1,赤壁北    ,NULL,NULL,NULL,0,NULL,65809,CIN,赤,NULL
2572,NULL,NULL,1,NULL,NULL,1,岳阳东    ,NULL,NULL,NULL,0,NULL,65812,YIQ,岳,NULL
2573,NULL,NULL,1,NULL,NULL,1,汨罗东    ,NULL,NULL,NULL,0,NULL,65815,MQQ,汨,NULL
2574,NULL,NULL,1,NULL,NULL,1,长沙南    ,NULL,NULL,NULL,0,NULL,65818,CWQ,长,NULL
2575,NULL,NULL,1,NULL,NULL,1,株洲西    ,NULL,NULL,NULL,0,NULL,65821,ZAQ,株,NULL
2576,NULL,NULL,1,NULL,NULL,1,衡山西    ,NULL,NULL,NULL,0,NULL,65824,HEQ,衡,NULL
2577,NULL,NULL,1,NULL,NULL,1,衡阳东    ,NULL,NULL,NULL,0,NULL,65827,HVQ,衡,NULL
2578,NULL,NULL,1,NULL,NULL,1,耒阳西    ,NULL,NULL,NULL,0,NULL,65830,LPQ,耒,NULL
2579,NULL,NULL,1,NULL,NULL,1,郴州西    ,NULL,NULL,NULL,0,NULL,65833,ICQ,郴,NULL
2580,NULL,NULL,1,NULL,NULL,1,韶关      ,NULL,NULL,NULL,0,NULL,65839,SNQ,韶,NULL
2581,NULL,NULL,1,NULL,NULL,1,英德西    ,NULL,NULL,NULL,0,NULL,65842,IIQ,英,NULL
2582,NULL,NULL,1,NULL,NULL,1,清远      ,NULL,NULL,NULL,0,NULL,65845,QBQ,清,NULL
2583,NULL,NULL,1,NULL,NULL,1,广州南    ,NULL,NULL,NULL,0,NULL,65848,IZQ,广,NULL
2584,NULL,NULL,1,NULL,NULL,1,庆盛      ,NULL,NULL,NULL,0,NULL,65851,QSQ,庆,NULL
2585,NULL,NULL,1,NULL,NULL,1,虎门      ,NULL,NULL,NULL,0,NULL,65854,IUQ,虎,NULL
2586,NULL,NULL,1,NULL,NULL,1,光明城    ,NULL,NULL,NULL,0,NULL,65857,IMQ,光,NULL
2587,NULL,NULL,1,NULL,NULL,1,深圳北    ,NULL,NULL,NULL,0,NULL,65860,IOQ,深,NULL
2588,NULL,NULL,1,NULL,NULL,1,碧江      ,NULL,NULL,NULL,0,NULL,65900,BLQ,碧,NULL
2589,NULL,NULL,1,NULL,NULL,1,北滘      ,NULL,NULL,NULL,0,NULL,65903,IBQ,北,NULL
2590,NULL,NULL,1,NULL,NULL,1,顺德      ,NULL,NULL,NULL,0,NULL,65906,ORQ,顺,NULL
2591,NULL,NULL,1,NULL,NULL,1,顺德学院  ,NULL,NULL,NULL,0,NULL,65909,OJQ,顺,NULL
2592,NULL,NULL,1,NULL,NULL,1,容桂      ,NULL,NULL,NULL,0,NULL,65912,RUQ,容,NULL
2593,NULL,NULL,1,NULL,NULL,1,南头      ,NULL,NULL,NULL,0,NULL,65915,NOQ,南,NULL
2594,NULL,NULL,1,NULL,NULL,1,小榄      ,NULL,NULL,NULL,0,NULL,65918,EAQ,小,NULL
2595,NULL,NULL,1,NULL,NULL,1,东升      ,NULL,NULL,NULL,0,NULL,65921,DRQ,东,NULL
2596,NULL,NULL,1,NULL,NULL,1,中山北    ,NULL,NULL,NULL,0,NULL,65924,ZGQ,中,NULL
2597,NULL,NULL,1,NULL,NULL,1,中山      ,NULL,NULL,NULL,0,NULL,65927,ZSQ,中,NULL
2598,NULL,NULL,1,NULL,NULL,1,南朗      ,NULL,NULL,NULL,0,NULL,65930,NNQ,南,NULL
2599,NULL,NULL,1,NULL,NULL,1,翠亨      ,NULL,NULL,NULL,0,NULL,65933,IHQ,翠,NULL
2600,NULL,NULL,1,NULL,NULL,1,珠海北    ,NULL,NULL,NULL,0,NULL,65936,ZIQ,珠,NULL
2601,NULL,NULL,1,NULL,NULL,1,唐家湾    ,NULL,NULL,NULL,0,NULL,65939,PDQ,唐,NULL
2602,NULL,NULL,1,NULL,NULL,1,明珠      ,NULL,NULL,NULL,0,NULL,65942,MFQ,明,NULL
2603,NULL,NULL,1,NULL,NULL,1,前山      ,NULL,NULL,NULL,0,NULL,65945,QXQ,前,NULL
2604,NULL,NULL,1,NULL,NULL,1,珠海      ,NULL,NULL,NULL,0,NULL,65948,ZHQ,珠,NULL
2605,NULL,NULL,1,NULL,NULL,1,龙嘉      ,NULL,NULL,NULL,0,NULL,65960,UJL,龙,NULL
2606,NULL,NULL,1,NULL,NULL,1,九台南    ,NULL,NULL,NULL,0,NULL,65963,JNL,九,NULL
2607,NULL,NULL,1,NULL,NULL,1,双吉      ,NULL,NULL,NULL,0,NULL,65966,SML,双,NULL
2608,NULL,NULL,1,NULL,NULL,1,达拉特西  ,NULL,NULL,NULL,0,NULL,66003,DNC,达,NULL
2609,NULL,NULL,1,NULL,NULL,1,响沙湾    ,NULL,NULL,NULL,0,NULL,66007,XSC,响,NULL
2610,NULL,NULL,1,NULL,NULL,1,罕台川    ,NULL,NULL,NULL,0,NULL,66012,HCC,罕,NULL
2611,NULL,NULL,1,NULL,NULL,1,东胜西    ,NULL,NULL,NULL,0,NULL,66015,DYC,东,NULL
2612,NULL,NULL,1,NULL,NULL,1,鄂尔多斯  ,NULL,NULL,NULL,0,NULL,66018,EEC,鄂,NULL
2613,NULL,NULL,1,NULL,NULL,1,新街      ,NULL,NULL,NULL,0,NULL,66021,XJC,新,NULL
2614,NULL,NULL,1,NULL,NULL,1,上海虹桥  ,NULL,NULL,NULL,0,NULL,66100,AOH,上,NULL
2615,NULL,NULL,1,NULL,NULL,1,仙林      ,NULL,NULL,NULL,0,NULL,66310,XPH,仙,NULL
2616,NULL,NULL,1,NULL,NULL,1,宝华山    ,NULL,NULL,NULL,0,NULL,66313,BWH,宝,NULL
2617,NULL,NULL,1,NULL,NULL,1,丹徒      ,NULL,NULL,NULL,0,NULL,66316,RUH,丹,NULL
2618,NULL,NULL,1,NULL,NULL,1,惠山      ,NULL,NULL,NULL,0,NULL,66319,VCH,惠,NULL
2619,NULL,NULL,1,NULL,NULL,1,无锡新区  ,NULL,NULL,NULL,0,NULL,66322,IFH,无,NULL
2620,NULL,NULL,1,NULL,NULL,1,苏州新区  ,NULL,NULL,NULL,0,NULL,66325,ITH,苏,NULL
2621,NULL,NULL,1,NULL,NULL,1,苏州园区  ,NULL,NULL,NULL,0,NULL,66328,KAH,苏,NULL
2622,NULL,NULL,1,NULL,NULL,1,阳澄湖    ,NULL,NULL,NULL,0,NULL,66331,AIH,阳,NULL
2623,NULL,NULL,1,NULL,NULL,1,昆山南    ,NULL,NULL,NULL,0,NULL,66334,KNH,昆,NULL
2624,NULL,NULL,1,NULL,NULL,1,花桥      ,NULL,NULL,NULL,0,NULL,66337,VQH,花,NULL
2625,NULL,NULL,1,NULL,NULL,1,安亭北    ,NULL,NULL,NULL,0,NULL,66340,ASH,安,NULL
2626,NULL,NULL,1,NULL,NULL,1,南翔北    ,NULL,NULL,NULL,0,NULL,66343,NEH,南,NULL
2627,NULL,NULL,1,NULL,NULL,1,打拉亥    ,NULL,NULL,NULL,0,NULL,66666,DHC,打,NULL
2628,NULL,NULL,1,NULL,NULL,1,那林桃亥  ,NULL,NULL,NULL,0,NULL,66670,NLC,那,NULL
2629,NULL,NULL,1,NULL,NULL,1,姑家堡    ,NULL,NULL,NULL,0,NULL,66674,GPC,姑,NULL
2630,NULL,NULL,1,NULL,NULL,1,葫芦      ,NULL,NULL,NULL,0,NULL,66677,HVC,葫,NULL
2631,NULL,NULL,1,NULL,NULL,1,廊坊      ,NULL,NULL,NULL,0,NULL,66800,LJP,廊,NULL
2632,NULL,NULL,1,NULL,NULL,1,天津南    ,NULL,NULL,NULL,0,NULL,66803,TIP,天,NULL
2633,NULL,NULL,1,NULL,NULL,1,沧州西    ,NULL,NULL,NULL,0,NULL,66806,CBP,沧,NULL
2634,NULL,NULL,1,NULL,NULL,1,德州东    ,NULL,NULL,NULL,0,NULL,66809,DIP,德,NULL
2635,NULL,NULL,1,NULL,NULL,1,济南西    ,NULL,NULL,NULL,0,NULL,66812,JGK,济,NULL
2636,NULL,NULL,1,NULL,NULL,1,泰安      ,NULL,NULL,NULL,0,NULL,66815,TMK,泰,NULL
2637,NULL,NULL,1,NULL,NULL,1,曲阜东    ,NULL,NULL,NULL,0,NULL,66818,QAK,曲,NULL
2638,NULL,NULL,1,NULL,NULL,1,枣庄      ,NULL,NULL,NULL,0,NULL,66821,ZEK,枣,NULL
2639,NULL,NULL,1,NULL,NULL,1,滕州东    ,NULL,NULL,NULL,0,NULL,66824,TEK,滕,NULL
2640,NULL,NULL,1,NULL,NULL,1,徐州东    ,NULL,NULL,NULL,0,NULL,66827,UUH,徐,NULL
2641,NULL,NULL,1,NULL,NULL,1,宿州东    ,NULL,NULL,NULL,0,NULL,66830,SRH,宿,NULL
2642,NULL,NULL,1,NULL,NULL,1,蚌埠南    ,NULL,NULL,NULL,0,NULL,66833,BMH,蚌,NULL
2643,NULL,NULL,1,NULL,NULL,1,定远      ,NULL,NULL,NULL,0,NULL,66836,EWH,定,NULL
2644,NULL,NULL,1,NULL,NULL,1,滁州      ,NULL,NULL,NULL,0,NULL,66839,CXH,滁,NULL
2645,NULL,NULL,1,NULL,NULL,1,镇江南    ,NULL,NULL,NULL,0,NULL,66842,ZEH,镇,NULL
2646,NULL,NULL,1,NULL,NULL,1,丹阳北    ,NULL,NULL,NULL,0,NULL,66845,EXH,丹,NULL
2647,NULL,NULL,1,NULL,NULL,1,常州北    ,NULL,NULL,NULL,0,NULL,66848,ESH,常,NULL
2648,NULL,NULL,1,NULL,NULL,1,无锡东    ,NULL,NULL,NULL,0,NULL,66851,WGH,无,NULL
2649,NULL,NULL,1,NULL,NULL,1,苏州北    ,NULL,NULL,NULL,0,NULL,66854,OHH,苏,NULL
2650,NULL,NULL,1,NULL,NULL,1,津沪所    ,NULL,NULL,NULL,0,NULL,75001,00A,津,NULL
2651,NULL,NULL,1,NULL,NULL,1,崔马庄所  ,NULL,NULL,NULL,0,NULL,75002,01A,崔,NULL
2652,NULL,NULL,1,NULL,NULL,1,黄渡所    ,NULL,NULL,NULL,0,NULL,75003,02A,黄,NULL
2653,NULL,NULL,1,NULL,NULL,1,南翔北所  ,NULL,NULL,NULL,0,NULL,75004,03A,南,NULL
2654,NULL,NULL,1,NULL,NULL,1,杭州东    ,NULL,NULL,NULL,0,NULL,90041,HGH,杭,NULL
2655,NULL,NULL,1,NULL,NULL,1,九江西    ,NULL,NULL,NULL,0,NULL,90064,JKG,九,NULL
2656,NULL,NULL,1,NULL,NULL,1,元田坝    ,NULL,NULL,NULL,0,NULL,90215,YPW,元,NULL
2657,NULL,NULL,1,NULL,NULL,1,隆安      ,NULL,NULL,NULL,0,NULL,98004,UVZ,隆,NULL
2658,NULL,NULL,1,NULL,NULL,1,平果      ,NULL,NULL,NULL,0,NULL,98005,PGZ,平,NULL
2659,NULL,NULL,1,NULL,NULL,1,田东      ,NULL,NULL,NULL,0,NULL,98009,TDZ,田,NULL
2660,NULL,NULL,1,NULL,NULL,1,田阳      ,NULL,NULL,NULL,0,NULL,98011,TRZ,田,NULL
2661,NULL,NULL,1,NULL,NULL,1,百色      ,NULL,NULL,NULL,0,NULL,98014,BIZ,百,NULL
2662,NULL,NULL,1,NULL,NULL,1,田林      ,NULL,NULL,NULL,0,NULL,98019,TFZ,田,NULL
2663,NULL,NULL,1,NULL,NULL,1,兴义      ,NULL,NULL,NULL,0,NULL,98032,XRZ,兴,NULL
2664,NULL,NULL,1,NULL,NULL,1,金华南    ,NULL,NULL,NULL,0,NULL,98036,RNH,金,NULL
2665,NULL,NULL,1,NULL,NULL,1,武义      ,NULL,NULL,NULL,0,NULL,98037,RYH,武,NULL
2666,NULL,NULL,1,NULL,NULL,1,永康      ,NULL,NULL,NULL,0,NULL,98038,RFH,永,NULL
2667,NULL,NULL,1,NULL,NULL,1,缙云      ,NULL,NULL,NULL,0,NULL,98039,JYH,缙,NULL
2668,NULL,NULL,1,NULL,NULL,1,丽水      ,NULL,NULL,NULL,0,NULL,98040,USH,丽,NULL
2669,NULL,NULL,1,NULL,NULL,1,新东孝    ,NULL,NULL,NULL,0,NULL,98041,XXE,新,NULL
2670,NULL,NULL,1,NULL,NULL,1,青田      ,NULL,NULL,NULL,0,NULL,98042,QVH,青,NULL
2671,NULL,NULL,1,NULL,NULL,1,温州      ,NULL,NULL,NULL,0,NULL,98043,RZH,温,NULL
2672,NULL,NULL,1,NULL,NULL,1,武夷山    ,NULL,NULL,NULL,0,NULL,98044,WAS,武,NULL
2673,NULL,NULL,1,NULL,NULL,1,建阳      ,NULL,NULL,NULL,0,NULL,98045,JYS,建,NULL
2674,NULL,NULL,1,NULL,NULL,1,建瓯      ,NULL,NULL,NULL,0,NULL,98046,JVS,建,NULL
2675,NULL,NULL,1,NULL,NULL,1,石林      ,NULL,NULL,NULL,0,NULL,98047,SLM,石,NULL
2676,NULL,NULL,1,NULL,NULL,1,石林南    ,NULL,NULL,NULL,0,NULL,98048,LNM,石,NULL
2677,NULL,NULL,1,NULL,NULL,1,宜良北    ,NULL,NULL,NULL,0,NULL,98049,YSM,宜,NULL
2678,NULL,NULL,1,NULL,NULL,1,永丰营    ,NULL,NULL,NULL,0,NULL,98050,YYM,永,NULL
2679,NULL,NULL,1,NULL,NULL,1,广南卫    ,NULL,NULL,NULL,0,NULL,98052,GNM,广,NULL
2680,NULL,NULL,1,NULL,NULL,1,王家营西  ,NULL,NULL,NULL,0,NULL,98054,KNM,王,NULL
2681,NULL,NULL,1,NULL,NULL,1,羊堡      ,NULL,NULL,NULL,0,NULL,98055,ABM,羊,NULL
2682,NULL,NULL,1,NULL,NULL,1,大田边    ,NULL,NULL,NULL,0,NULL,98056,DBM,大,NULL
2683,NULL,NULL,1,NULL,NULL,1,岔江      ,NULL,NULL,NULL,0,NULL,98057,CAM,岔,NULL
2684,NULL,NULL,1,NULL,NULL,1,江所田    ,NULL,NULL,NULL,0,NULL,98058,JOM,江,NULL
2685,NULL,NULL,1,NULL,NULL,1,罗平      ,NULL,NULL,NULL,0,NULL,98059,LPM,罗,NULL
2686,NULL,NULL,1,NULL,NULL,1,中寨      ,NULL,NULL,NULL,0,NULL,98060,ZZM,中,NULL
2687,NULL,NULL,1,NULL,NULL,1,新安      ,NULL,NULL,NULL,0,NULL,98061,EAM,新,NULL
2688,NULL,NULL,1,NULL,NULL,1,师宗      ,NULL,NULL,NULL,0,NULL,98062,SEM,师,NULL
2689,NULL,NULL,1,NULL,NULL,1,秧草地    ,NULL,NULL,NULL,0,NULL,98063,YKM,秧,NULL
2690,NULL,NULL,1,NULL,NULL,1,横岗      ,NULL,NULL,NULL,0,NULL,99030,HOG,横,NULL
2691,NULL,NULL,1,NULL,NULL,1,南昌      ,NULL,NULL,NULL,0,NULL,99054,NCG,昌,NULL
2692,NULL,NULL,1,NULL,NULL,1,新祺周    ,NULL,NULL,NULL,0,NULL,99093,XOG,新,NULL
2693,NULL,NULL,1,NULL,NULL,1,杨家岭    ,NULL,NULL,NULL,0,NULL,99097,YLG,杨,NULL
2694,NULL,NULL,1,NULL,NULL,1,扎赉诺尔西,NULL,NULL,NULL,0,NULL,99103,ZXX,扎,NULL
2695,NULL,NULL,1,NULL,NULL,1,永定      ,NULL,NULL,NULL,0,NULL,99105,YGS,永,NULL
2696,NULL,NULL,1,NULL,NULL,1,仙师      ,NULL,NULL,NULL,0,NULL,99106,XSI,仙,NULL
2697,NULL,NULL,1,NULL,NULL,1,琥市      ,NULL,NULL,NULL,0,NULL,99107,HSI,琥,NULL
2698,NULL,NULL,1,NULL,NULL,1,大埔      ,NULL,NULL,NULL,0,NULL,99108,DPI,大,NULL
2699,NULL,NULL,1,NULL,NULL,1,聊城北    ,NULL,NULL,NULL,0,NULL,99110,UBK,聊,NULL
2700,NULL,NULL,1,NULL,NULL,1,基太      ,NULL,NULL,NULL,0,NULL,99112,JTI,基,NULL
2701,NULL,NULL,1,NULL,NULL,1,张巷      ,NULL,NULL,NULL,0,NULL,99221,ZYG,张,NULL
2702,NULL,NULL,1,NULL,NULL,1,大洋洲    ,NULL,NULL,NULL,0,NULL,99224,DZG,大,NULL
2703,NULL,NULL,1,NULL,NULL,1,八都      ,NULL,NULL,NULL,0,NULL,99227,BUG,八,NULL
2704,NULL,NULL,1,NULL,NULL,1,醪桥      ,NULL,NULL,NULL,0,NULL,99228,UQG,醪,NULL
2705,NULL,NULL,1,NULL,NULL,1,吉安南    ,NULL,NULL,NULL,0,NULL,99231,VNG,吉,NULL
2706,NULL,NULL,1,NULL,NULL,1,冠朝      ,NULL,NULL,NULL,0,NULL,99233,GLG,冠,NULL
2707,NULL,NULL,1,NULL,NULL,1,沙村      ,NULL,NULL,NULL,0,NULL,99234,SCG,沙,NULL
2708,NULL,NULL,1,NULL,NULL,1,营盘上    ,NULL,NULL,NULL,0,NULL,99235,YBG,营,NULL
2709,NULL,NULL,1,NULL,NULL,1,龙口      ,NULL,NULL,NULL,0,NULL,99237,UKG,龙,NULL
2710,NULL,NULL,1,NULL,NULL,1,赣州      ,NULL,NULL,NULL,0,NULL,99239,GZG,赣,NULL
2711,NULL,NULL,1,NULL,NULL,1,铅山西    ,NULL,NULL,NULL,0,NULL,99250,QSA,铅,NULL
2712,NULL,NULL,1,NULL,NULL,1,茶亭      ,NULL,NULL,NULL,0,NULL,99253,CTI,茶,NULL
2713,NULL,NULL,1,NULL,NULL,1,九龙      ,NULL,NULL,NULL,0,NULL,99501,JQO,九,NULL
2715,NULL,NULL,2,NULL,NULL,2,绵阳市富乐汽车站,4729.62,104.777476,31.487057,0,NULL,NULL,NULL,NULL,18
2717,NULL,NULL,2,NULL,NULL,2,绵阳市汽车客运总站,4729.62,104.722446,31.462496,0,NULL,NULL,NULL,NULL,20
2719,NULL,NULL,2,NULL,NULL,2,江油站,0,104.775939,31.788117,0,NULL,NULL,NULL,NULL,22
2721,NULL,NULL,2,NULL,NULL,2,成都旅游客运中心（新南门汽车站）,4824.37,104.081337,30.650829,0,NULL,NULL,NULL,NULL,24
2725,NULL,NULL,2,NULL,NULL,2,成都市茶店子客运站,4824.37,104.020179,30.711283,0,NULL,NULL,NULL,NULL,28
2729,NULL,NULL,2,NULL,NULL,2,成都市双流客运中心,4824.38,103.933258,30.564273,0,NULL,NULL,NULL,NULL,32
2732,NULL,NULL,2,NULL,NULL,2,德阳站,0,104.39646,31.17224,0,NULL,NULL,NULL,NULL,35
2735,NULL,NULL,2,NULL,NULL,2, 眉山东门汽车站,4884.72,103.849133,30.042521,0,NULL,NULL,NULL,NULL,38
2737,NULL,NULL,2,NULL,NULL,2,峨眉站,0,103.528521,29.597167,0,NULL,NULL,NULL,NULL,40
2739,NULL,NULL,2,NULL,NULL,2,乐山客运中心站,4919.9,103.745667,29.597598,0,NULL,NULL,NULL,NULL,42
2740,NULL,NULL,1,NULL,NULL,1,白鸡坡    ,NULL,NULL,NULL,0,NULL,50170,BBM,白,NULL
2741,NULL,NULL,1,NULL,NULL,1,百宜      ,NULL,NULL,NULL,0,NULL,47477,FHW,百,NULL
2742,NULL,NULL,1,NULL,NULL,1,柏果      ,NULL,NULL,NULL,0,NULL,50249,BGM,柏,NULL
2743,NULL,NULL,1,NULL,NULL,1,曹家湾    ,NULL,NULL,NULL,0,NULL,50167,FWW,曹,NULL
2744,NULL,NULL,1,NULL,NULL,1,打括      ,NULL,NULL,NULL,0,NULL,49706,DOW,打,NULL
2745,NULL,NULL,1,NULL,NULL,1,大湾      ,NULL,NULL,NULL,0,NULL,50165,DMW,大,NULL
2746,NULL,NULL,1,NULL,NULL,1,大宗坪    ,NULL,NULL,NULL,0,NULL,65686,ROW,大,NULL
2747,NULL,NULL,1,NULL,NULL,1,都格      ,NULL,NULL,NULL,0,NULL,50177,DMM,都,NULL
2748,NULL,NULL,1,NULL,NULL,1,渡口      ,NULL,NULL,NULL,0,NULL,48446,DXW,渡,NULL
2749,NULL,NULL,1,NULL,NULL,1,发耳      ,NULL,NULL,NULL,0,NULL,50171,FEM,发,NULL
2750,NULL,NULL,1,NULL,NULL,1,福溪      ,NULL,NULL,NULL,0,NULL,46949,FXW,福,NULL
2751,NULL,NULL,1,NULL,NULL,1,贵定北    ,NULL,NULL,NULL,0,NULL,65694,FMW,贵,NULL
2752,NULL,NULL,1,NULL,NULL,1,贵阳东    ,NULL,NULL,NULL,0,NULL,47485,KEW,贵,NULL
2753,NULL,NULL,1,NULL,NULL,1,汉王山    ,NULL,NULL,NULL,0,NULL,46952,HOW,汉,NULL
2754,NULL,NULL,1,NULL,NULL,1,汉旺      ,NULL,NULL,NULL,0,NULL,45896,HIW,汉,NULL
2755,NULL,NULL,1,NULL,NULL,1,红果      ,NULL,NULL,NULL,0,NULL,50225,HEM,红,NULL
2756,NULL,NULL,1,NULL,NULL,1,花家庄    ,NULL,NULL,NULL,0,NULL,50237,HJM,花,NULL
2757,NULL,NULL,1,NULL,NULL,1,鸡场坡    ,NULL,NULL,NULL,0,NULL,49703,JRW,鸡,NULL
2758,NULL,NULL,1,NULL,NULL,1,金沙湾    ,NULL,NULL,NULL,0,NULL,46958,JWW,金,NULL
2759,NULL,NULL,1,NULL,NULL,1,开阳      ,NULL,NULL,NULL,0,NULL,47473,KVW,开,NULL
2760,NULL,NULL,1,NULL,NULL,1,凯里南    ,NULL,NULL,NULL,0,NULL,65692,QKW,凯,NULL
2761,NULL,NULL,1,NULL,NULL,1,六盘水南  ,NULL,NULL,NULL,0,NULL,50168,KPW,六,NULL
2762,NULL,NULL,1,NULL,NULL,1,龙洞堡    ,NULL,NULL,NULL,0,NULL,47486,FVW,龙,NULL
2763,NULL,NULL,1,NULL,NULL,1,洛碛      ,NULL,NULL,NULL,0,NULL,35153,FOW,洛,NULL
2764,NULL,NULL,1,NULL,NULL,1,洛湾三江  ,NULL,NULL,NULL,0,NULL,47481,KRW,洛,NULL
2765,NULL,NULL,1,NULL,NULL,1,茅草坪    ,NULL,NULL,NULL,0,NULL,50172,KPM,茅,NULL
2766,NULL,NULL,1,NULL,NULL,1,密地      ,NULL,NULL,NULL,0,NULL,48425,MXW,密,NULL
2767,NULL,NULL,1,NULL,NULL,1,木瓜坪    ,NULL,NULL,NULL,0,NULL,45956,MWW,木,NULL
2714,NULL,NULL,2,NULL,NULL,2,绵阳站,0,104.723815,31.465499,0,NULL,NULL,NULL,NULL,16
2716,NULL,NULL,2,NULL,NULL,2,绵阳市平政汽车站,4729.62,104.740096,31.491537,0,NULL,NULL,NULL,NULL,19
2718,NULL,NULL,2,NULL,NULL,2,南湖汽车站,4729.62,104.777742,31.435772,0,NULL,NULL,NULL,NULL,21
2720,NULL,NULL,2,NULL,NULL,2,成都火车南站,0,104.072574,30.613384,0,NULL,NULL,NULL,NULL,23
2722,NULL,NULL,2,NULL,NULL,2,成都市北门汽车站,4824.37,104.091698,30.688235,0,NULL,NULL,NULL,NULL,25
2723,NULL,NULL,2,NULL,NULL,2,成都市城北客运中心,4824.37,104.07611,30.701588,0,NULL,NULL,NULL,NULL,26
2726,NULL,NULL,2,NULL,NULL,2,成都机场客运站,4824.37,103.963464,30.580379,0,NULL,NULL,NULL,NULL,29
2727,NULL,NULL,2,NULL,NULL,2,成都汽车总站,4824.37,104.134548,30.642013,0,NULL,NULL,NULL,NULL,30
2728,NULL,NULL,2,NULL,NULL,2,成都市青羊区金沙车站,4824.37,104.018702,30.678413,0,NULL,NULL,NULL,NULL,31
2730,NULL,NULL,2,NULL,NULL,2,成都市双流鲢鱼村客运站,4824.39,103.83748,30.611434,0,NULL,NULL,NULL,NULL,33
2731,NULL,NULL,2,NULL,NULL,2,茶店子长途汽车站,4824.37,104.020179,30.711283,0,NULL,NULL,NULL,NULL,34
2734,NULL,NULL,2,NULL,NULL,2,眉山站,0,103.819522,30.070631,0,NULL,NULL,NULL,NULL,37
2736,NULL,NULL,2,NULL,NULL,2,眉山市东坡区客运中心站,4884.72,103.852203,30.068537,0,NULL,NULL,NULL,NULL,39
2738,NULL,NULL,2,NULL,NULL,2,乐山站,0,103.581318,29.754364,0,NULL,NULL,NULL,NULL,41
2768,NULL,NULL,1,NULL,NULL,1,南岸坝    ,NULL,NULL,NULL,0,NULL,46946,NAW,南,NULL
2769,NULL,NULL,1,NULL,NULL,1,南川      ,NULL,NULL,NULL,0,NULL,47570,KWW,南,NULL
2770,NULL,NULL,1,NULL,NULL,1,南江      ,NULL,NULL,NULL,0,NULL,47475,FIW,南,NULL
2771,NULL,NULL,1,NULL,NULL,1,盘关      ,NULL,NULL,NULL,0,NULL,50243,PAM,盘,NULL
2772,NULL,NULL,1,NULL,NULL,1,平田      ,NULL,NULL,NULL,0,NULL,50240,PTM,平,NULL
2773,NULL,NULL,1,NULL,NULL,1,普定      ,NULL,NULL,NULL,0,NULL,49700,PGW,普,NULL
2774,NULL,NULL,1,NULL,NULL,1,赛金桥    ,NULL,NULL,NULL,0,NULL,46955,OJW,赛,NULL
2775,NULL,NULL,1,NULL,NULL,1,三家寨    ,NULL,NULL,NULL,0,NULL,50173,SMM,三,NULL
2776,NULL,NULL,1,NULL,NULL,1,三穗      ,NULL,NULL,NULL,0,NULL,65690,QHW,三,NULL
2777,NULL,NULL,1,NULL,NULL,1,沙沱      ,NULL,NULL,NULL,0,NULL,50234,SFM,沙,NULL
2778,NULL,NULL,1,NULL,NULL,1,水江      ,NULL,NULL,NULL,0,NULL,47576,ONW,水,NULL
2779,NULL,NULL,1,NULL,NULL,1,松河      ,NULL,NULL,NULL,0,NULL,50174,SBM,松,NULL
